Cell	UMAP_1	UMAP_2	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Cluster	Sample	Patient	Source	Stage
P1_Normal_1498	-6.90159873151887	6.53501058144856	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1518	-6.52264002943147	9.40052724404622	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1534	-5.21117715025056	9.72178483529378	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1540	-6.16702727460969	6.66430402322102	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1545	-3.70718650007356	5.89246869607259	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1546	-4.23986844205965	4.74229932351399	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1555	-3.53565196180452	4.81652856393147	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1560	-5.43298939848054	6.26188445611287	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1565	-6.24591664457429	6.6905767969637	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1567	-3.20082549238313	4.83207488580037	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1570	-6.88560465955842	6.68218350930501	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1582	-6.18339709425081	10.1295206598787	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1585	-6.01864747190584	6.92048049493123	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1615	-7.51018027448762	5.80329919381429	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1617	-3.86284379148592	6.26397491021443	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1620	-7.01992777967561	6.36955762429524	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1623	-5.01452950620759	9.23792958779622	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1625	-4.11301926756013	4.45574260278035	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1636	-6.64849070692171	6.54639220757771	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1638	-6.83550433302034	6.64294362588216	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1639	-4.1691902079593	3.89409661813069	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1645	-4.1261952319156	6.56922603173543	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1646	-6.56038884306062	7.02369046731282	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1653	-4.27211121702302	6.64869618935872	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1659	-6.80345467710603	6.68514895959187	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1671	-6.96931294584382	6.84994292779256	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1673	-3.36447457456697	5.47000670953084	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1680	-6.79718426847566	6.60444665475179	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1686	-6.26383856916536	6.54606080575276	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1696	-7.50908641004671	5.83140779061604	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1697	-7.20241717481721	6.30718732400227	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1700	-7.57583884382356	5.67889905495931	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1728	-7.26269559049715	5.73154759927083	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1731	-3.54845027113069	5.2212917856722	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1732	-3.75414446973909	4.60887074990559	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1737	-7.05055121564973	6.75506949944783	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1742	-6.75336960935701	6.99184823556233	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1746	-3.46025923872102	6.04751515908528	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1753	-6.37984732771028	6.65315318627644	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1765	-5.64384488248933	6.4037377886324	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1767	-6.96945408964265	6.73546433968831	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1803	-3.25981740141023	5.03926969094563	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1808	-6.74172143125642	6.722617392972	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1815	-7.14805344724763	6.13777518792439	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1830	-5.75339392805208	9.58441091103841	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1839	-6.72126130247224	6.74507976098347	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1869	-6.44709328794588	6.38642669244099	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1872	-3.82423905515779	6.80360103173543	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1878	-6.23036269331087	9.15556169076253	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1879	-7.43483142042268	5.98923516793538	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1884	-7.40858630323518	5.93021655602742	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1890	-4.14666108274568	6.74793792290974	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1898	-6.28343514585603	6.80972362084676	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1907	-5.99138335371126	9.88890195412923	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1919	-7.11483220243562	6.40500903649617	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1931	-3.73975400114168	4.7037923388033	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1932	-7.1581776537906	6.29703498406697	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1938	-3.64648036146272	6.29614759011556	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1941	-6.83256844663728	6.60310674233723	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1951	-7.21813277387727	6.22508693261433	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1955	-5.66249493742097	6.11897588296223	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1957	-8.01416281843294	5.52376056237508	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1960	-4.31407145643342	5.71091294808675	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1966	-4.0343459048282	5.73477912469197	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1968	-3.42365578794588	4.85396028085042	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1983	-4.07151297712434	4.59733701272298	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1987	-3.28468445921052	5.44635320229817	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1990	-3.76791218900789	6.00455022378255	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1992	-6.64286688947786	6.89752746148396	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1993	-6.36840609693635	6.66890979333211	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_1994	-4.1411517062198	5.67510152383138	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2000	-7.23483399534334	6.80208135171223	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2007	-6.24925259733308	8.92570233865071	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2010	-4.87617901945222	5.90722823663045	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2012	-3.46903685712923	4.77150321526814	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2017	-6.48835782194246	6.75236821694661	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2033	-6.42032508039583	6.8525435976534	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2040	-6.61657551908601	6.81723237557698	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2042	-6.32550458097566	6.14420629067708	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2045	-6.95206813001741	6.57601333184529	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2053	-4.19036940717805	4.32356095834065	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2061	-5.10333232069124	3.71317554040242	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2063	-3.77990178251375	6.45408416314412	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2071	-3.5765617289554	8.98346734566976	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2073	-3.4425113596927	5.70693612618733	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2079	-6.8019764819156	7.00907111687947	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2085	-7.24015311384309	5.97521234078694	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2099	-6.4031670489322	6.70624185128499	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2103	-3.26962808752168	5.49405217690755	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2105	-6.79556016111482	6.64772582574178	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2111	-7.41001490736116	6.20171237511922	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2117	-7.19357089185823	6.36900210900594	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2126	-7.33698777341951	5.045127158597	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2128	-7.16403941297639	5.93317771477986	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2141	-7.32373551511873	5.4120123438387	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2143	-7.51294879102815	5.82746720834065	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2145	-6.79562930250276	6.64272332711507	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2149	-3.71582059049715	6.50724673791219	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2155	-6.86563519621004	6.67239881081868	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2167	-7.16045455122102	6.46371913476277	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2169	-7.10252122068513	6.13971543832112	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2180	-6.65536145353425	6.59325957818318	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2181	-6.98923186445344	6.51389956994344	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2183	-6.20531253004182	9.79340768380452	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2184	-5.80511407041658	6.19119573159505	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2185	-6.49682788038362	7.87572789712239	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2187	-6.25096015119661	6.46065116448689	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2209	-3.98348073148836	6.05596375985432	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2213	-6.70101336622346	6.72939563317586	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2218	-6.50981454038728	6.90373445077229	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2227	-6.81621388578523	6.50455880685139	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2232	-7.06759099149812	5.28589129967976	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2234	-3.48949984693635	5.71291661782552	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2235	-6.80978755140413	6.8812391809969	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2239	-3.98661450529207	6.0108139566927	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2254	-4.31180314207185	4.63759351296712	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2260	-6.49481133604158	6.59582114739705	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2271	-6.20339659834016	6.60332894845296	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2278	-6.27631262922395	8.89856648965169	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2282	-3.36960391187776	5.45700097604085	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2298	-5.80185059690584	6.63157582803059	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2299	-6.36181048536409	6.31629252953816	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2301	-3.61330632352937	5.27997375054646	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2303	-6.80824021482576	6.69248891396809	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2314	-6.95295075559724	6.67805839104939	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2316	-6.51883391523469	6.90125680489827	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2318	-6.88691739225496	6.23519683404256	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2320	-6.12430409574617	6.49945998711873	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2323	-3.70858077192415	6.14471984429646	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2327	-3.62788323545564	5.71307015939046	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2337	-6.85365084791292	6.74969888253499	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2338	-6.43680838728059	6.88116097970296	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2358	-6.52789191389192	9.35226464791585	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2360	-6.83530024671663	5.98651052041341	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2366	-6.48570469999422	6.40095258279134	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2371	-3.43595580244173	5.87752223534871	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2391	-6.67183379316438	6.93007970376302	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2396	-7.93391112470735	5.46734405083943	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2398	-6.08067969465364	8.69195104165364	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2412	-5.73227719450105	6.53258920235921	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2419	-6.48878554487337	8.95780301614095	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2439	-3.90226821088899	6.38306546731282	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2440	-6.44059542799104	6.53079772515584	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2443	-3.81327513837923	5.83722711129475	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2444	-6.45000437879671	9.25914311929036	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2450	-5.72955207014192	6.16358256860066	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2452	-4.0970433154117	4.49703622384358	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2455	-5.72459916257966	8.42172837777425	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2457	-6.44005374097932	8.39191461129476	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2458	-5.87115983152498	6.34783053918172	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2461	-3.43580845975984	6.09994531197835	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2464	-6.7782423892032	6.7827866129427	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2467	-3.55273894453157	4.7515914492159	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2490	-6.10238007688631	9.06783986611653	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2492	-6.57534865522493	6.77414060159016	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P1_Normal_2494	-6.72909526014436	6.2486240915804	Immune cells	CD8T	CD8Teff	2	P1_Normal	P1	NAT	Primary
P4_Tumor_260	-5.76658467435945	9.27403855843831	Immune cells	CD8T	CD8Teff	2	P4_Tumor	P4	Tumor	Primary
P4_Normal_6	-3.34497908735384	5.37910342736531	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_8	-6.76779297971834	5.76400781197835	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_9	-6.68789986753572	7.28603911919881	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_12	-3.95171145582307	5.88647532983113	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_14	-5.78231267118562	6.41290832085896	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_16	-6.62065629148591	6.68076921029378	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_20	-3.86350850248445	6.43154979272176	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_27	-3.40934924268831	5.65499568505574	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_31	-3.48271731519807	4.98561263604451	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_32	-6.51922921323884	6.84695697350789	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_34	-3.57747058057893	6.29376292748738	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_37	-3.77360276365388	5.87498450799275	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_42	-6.76519374036897	6.71901202721883	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_43	-4.06473044538606	6.65727925820638	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_45	-6.7985961833011	6.5019929461031	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_52	-5.68995598936189	6.20343947930623	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_67	-6.50094060087312	7.49897790475179	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_69	-3.71995953703035	4.71437669320393	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_71	-3.20434526586641	4.93400168938924	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_74	-4.19687251234163	4.60977435632039	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_85	-6.03173092985261	6.50398612542439	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_86	-3.39190034055818	5.14018893761922	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_89	-3.18996886396516	5.01332307381917	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_95	-5.73790625715364	6.09017491860677	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_103	-3.6837599673282	5.69583201928426	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_105	-5.95974282407869	3.46974850220967	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_107	-5.93619994306673	6.21271110101033	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_111	-7.81237486982454	5.64743590874959	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_112	-4.77401808881868	3.77205348534871	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_116	-6.18132571363557	6.21015620751668	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_118	-5.82840947294343	6.2766740374117	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_122	-3.81545714521516	6.57324195428181	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_123	-6.69350699567903	6.66140246911336	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_127	-3.63835791730989	6.24076772256184	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_129	-4.08229092741121	4.6755154184847	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_131	-5.943461696149	6.3880341105013	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_134	-3.60747126722444	5.8442199282198	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_135	-5.84781817579378	5.9917504839449	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_142	-5.22658518934358	3.89533067269612	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_144	-3.13035372877229	5.18403077645589	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_147	-3.82800559187044	5.98613095803548	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_148	-6.56051854276765	6.54178214593221	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_150	-5.84189061308015	6.54569602532674	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_153	-4.05098179960359	6.62761903329182	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_160	-6.16244820737947	6.35450387521077	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_162	-5.93095616483797	6.1455066256075	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_163	-5.95515135908235	6.29107928796101	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_177	-3.48291567945589	4.69959474129964	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_183	-5.72798184537996	6.17878890557576	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_188	-6.22042874479402	6.75098920388509	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_193	-6.41929511213411	6.77166009469319	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_194	-7.02791289472688	6.87817788644124	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_198	-3.19651512289155	5.12063003106404	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_200	-5.30511073255647	9.40959859414388	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_203	-3.62824086332429	4.96585536523152	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_204	-3.41642550611604	5.64798856301595	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_207	-5.53451375150789	3.8936173967867	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
P4_Normal_208	-3.95809773588289	6.57863069100667	Immune cells	CD8T	CD8Teff	2	P4_Normal	P4	NAT	Primary
