Cell	UMAP_1	UMAP_2	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Cluster	Sample	Patient	Source	Stage
P1_Normal_157	10.3758060536374	3.58950782342244	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_158	10.6739837727536	3.05919290108968	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_159	8.876278122424	-3.31758117155742	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_160	9.31121941423308	-3.51261376814555	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_169	9.60200711107146	-2.38228702025127	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_170	8.30724783754241	4.33617663903523	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_171	9.60485382890593	6.42591071648885	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_177	10.5203868947018	3.1539511732607	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_178	8.89224453782927	-3.67835568861674	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_182	9.2677986226071	5.91712499184895	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_183	9.74695225572478	4.37978387399007	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_186	9.89149494981658	5.1112835459261	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_187	10.4599239430417	2.98569250626851	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_189	9.4717838368405	6.39587140603352	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_197	8.90750141954314	-3.94951152281474	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_202	9.11604424333464	-3.97561525778484	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_203	10.311354835986	2.54506230874349	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_204	9.24733277177702	-3.70659255461406	Immune cells	Mono/Macro	M2	8	P1_Normal	P1	NAT	Primary
P1_Normal_209	9.86133404588591	4.91664386315633	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_210	6.7198569378842	1.99282670541097	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_213	9.19571705675017	-3.66215872244548	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_215	9.67052098131072	-1.71986722426128	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_218	9.52853890275847	6.35484099908162	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_219	10.1805965504635	2.43682933373738	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_221	9.32038517808806	4.25531507058431	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_222	9.76509209489714	4.41132188363362	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_223	9.57399578904997	5.82498145623494	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_224	9.5882274708737	4.85873103661824	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_226	8.32540961122405	3.50128078980733	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_234	9.08510704851042	-3.47233008818339	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_235	9.35486431932341	4.84030509515096	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_236	9.67591210222136	4.94556165261556	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_242	10.6294548115719	2.85987735314656	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_255	10.8875944218625	2.91979790253926	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_256	10.2823888859738	3.96597791238118	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_257	8.82740803575408	-3.46146630720805	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_258	10.0671436390866	3.01739192529012	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_259	9.02705212449919	-3.91828655676555	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_261	8.20135422563445	-1.23638557867717	Immune cells	Mono/Macro	M2	8	P1_Normal	P1	NAT	Primary
P1_Normal_263	10.0505697331418	5.4352204851656	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_265	10.7835733494748	2.53306198640157	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_267	9.33982106065642	6.13927245660115	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_272	8.51968737459075	-3.4209966607542	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_279	8.97516556596648	-3.48295521216106	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_280	9.83858700609099	5.46615100426961	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_282	9.29902096605193	5.74366212411214	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_285	9.47277565812956	-2.94315790610026	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_291	9.40316601610076	2.7758412413149	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_300	9.28320332384001	4.0805218271761	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_306	9.97372933244597	6.12778163476277	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_309	9.38991852617156	6.45226884408284	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_324	9.54521485185515	5.77670360131551	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_327	9.26994629716765	3.78630877061177	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_332	11.2668897709836	2.1520459703951	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_338	11.2240497670163	2.35635090394307	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_342	11.2103149495114	2.20310736222554	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_345	9.55489655351531	2.78060412926961	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_351	9.64724942064177	4.38478684945393	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_354	10.2826292119015	3.29077220483113	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_355	8.64919586992156	-3.95686125235271	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_358	8.41332550859343	4.15262914223958	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_360	8.33854599809538	4.81235003991414	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_363	9.87205143785368	5.19673467202473	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_366	9.5966207585324	4.19277644677449	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_367	8.0938222012509	4.21742606683064	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_368	9.05659886217009	-4.09294318632793	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_371	10.0382740101803	5.17352176232625	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_373	9.66171475267302	5.24816775842	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_375	9.78050061082732	4.96491742654134	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_379	9.83583374833952	4.82267785592366	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_380	7.96283312654387	-2.88825034575175	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_381	8.90295239305388	-4.0159649796934	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_388	8.96457501268279	6.36502004189778	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_394	10.2657730183591	3.39681435151387	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_397	10.6614620289792	2.51316595597554	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_398	10.1092226109494	4.31481862588216	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_399	10.7738287053097	2.28212309403706	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_403	9.36517926072966	6.42975116296101	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_406	8.93238659715544	-3.94373344855022	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_410	10.1684114537228	4.13705897851277	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_417	9.63159771776091	4.56492448373128	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_422	10.0369674763669	3.32838893456746	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_424	9.04624005174529	6.37673783822347	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_439	9.29104824876677	5.71142364068318	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_441	9.27583523607146	5.85264039559651	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_442	9.28442116594206	-2.8600549645872	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_447	9.01664276933562	-4.09000610785197	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_448	7.06797571992766	2.78113866372395	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_453	9.13377877092253	5.75976634545613	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_457	10.1991302571286	3.65049577279378	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_465	9.78725739335906	6.03297782464314	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_466	9.06820603227507	-1.01840221361827	Immune cells	Mono/Macro	M2	8	P1_Normal	P1	NAT	Primary
P1_Normal_469	9.19262524461638	3.27872419877339	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_480	9.25580616807829	6.10427260918904	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_481	8.21943684434783	4.68354440255452	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_486	10.7487270436276	2.17749572320271	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_487	9.70458145952117	2.38717914147664	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_489	8.96133633470427	3.12230516000081	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_493	9.78595276689421	2.84115481896687	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_497	9.44604225969206	-4.25952457861613	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_501	10.2751905522336	4.1815869860201	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_503	9.61223812913786	-2.69557022528361	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_506	9.72943421220671	6.13262010140706	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_507	9.6212675175656	5.05985522790242	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_509	10.0737363896359	5.11524653954793	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_512	10.4510690770138	2.55648303551961	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_513	11.2705595097531	2.14773202462483	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_524	9.61551209306609	-1.50679814295482	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_525	9.18094750261199	5.87662959618855	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_527	9.25905152177702	4.11505437417317	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_529	9.00663681840788	-3.19857501463603	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_533	11.1698247990597	2.25527573151875	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_538	9.98794670915495	5.43291068597127	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_539	6.78537865495574	1.86170697732259	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_540	10.0636512837399	4.47868371529866	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_542	6.36436911439787	3.09954977555562	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_548	9.42566128587615	4.24110198540974	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_557	10.7708217701901	2.20531058831502	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_559	10.6532175145138	2.21444726510335	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_567	9.37525101518523	2.72351074738789	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_570	10.1333171925534	2.94247985406209	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_572	10.4112684330929	2.24901104493428	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_574	8.65505143022429	4.89036393685628	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_579	9.12507267808806	6.17995763345052	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_580	8.96212216234099	-2.99876260237407	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_581	9.20518608903777	-3.52605056242656	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_582	8.98023720598113	6.03307176156331	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_587	9.79542847490202	5.59384608788777	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_589	10.1429178318967	4.2192895464449	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_591	9.09839840745818	5.88436961694051	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_593	9.44691391801726	-2.84094380812358	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_602	10.1339199147214	4.3083279184847	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_609	10.2331773838986	4.11373115105916	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_612	9.26316758012663	2.66419148965169	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_614	9.68712540483367	-3.6691267438383	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_618	10.2236797413815	3.56002808137227	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_619	10.0026437840451	5.55093932671834	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_623	10.3819782338132	3.37122250123311	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_626	11.0858556828488	2.33502626939107	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_628	10.7683393559445	2.13245106263448	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_629	9.48942204332243	-4.0849313683958	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_631	9.44268055772673	-4.11838459448528	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_634	8.56912346696745	1.78238225503255	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_639	9.22475739335906	-2.66873692946147	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_650	11.2197544178952	2.35299444718648	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_656	9.463192184924	4.04923606438924	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_666	10.5603553853024	2.92751956506062	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_667	9.24550934648406	5.88714862389851	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_676	9.61372776842009	-2.99581741766643	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_677	8.05842896318327	4.21947980447102	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_678	8.55708523607146	-3.07738780455302	Immune cells	Mono/Macro	M2	8	P1_Normal	P1	NAT	Primary
P1_Normal_684	9.77418347215544	4.18575072808553	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_686	9.57539196824919	6.08462405724812	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_688	10.2557279667843	4.14981532616902	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_692	9.0293600163449	-2.84151362852763	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_698	7.96931668138396	3.77347446008016	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_702	10.4013473591794	3.80451894326497	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_706	10.4041730961789	2.28358722253133	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_707	10.4340841374386	2.33879018349934	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_709	8.23344012117278	4.69797254128743	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_711	9.48117562150847	6.45450616402913	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_719	9.65220566606413	4.92550254388142	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_720	9.28498574113738	3.67935491128255	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_722	10.6797668538083	2.68819618745137	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_730	9.16614647722136	5.77282739205647	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_731	9.86455269670378	6.12438893838216	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_735	10.920241554736	2.26527143044759	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_740	9.47600670671355	3.88518786950398	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_743	9.51195832109343	5.03731656594563	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_745	9.83446522569548	-1.24045741038036	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_751	9.83598156785857	-2.14370691256236	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_760	8.99922581529509	-3.29777955488872	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_762	8.18793650483977	4.53512263818074	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_771	9.59078522539031	-3.94659423308086	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_776	8.3479783139218	4.84730315728474	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_777	9.62164231157195	3.72248197121907	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_779	9.74876900529753	5.47918201012898	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_780	11.1779701313962	2.29138017220784	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_783	8.53358860826384	3.83941674752522	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_784	10.3566543660153	3.32272339387227	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_785	6.26244564866911	1.92964602036763	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_786	9.19230767106902	-1.20058965162944	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_792	9.76893826341521	-4.14884519056987	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_793	10.8592035374631	2.17694378419209	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_795	9.59303112840544	-2.86434101538371	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_796	9.91986199235808	3.76348758263875	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_798	9.68566056108367	4.41773200555135	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_800	11.0549881062497	2.23134208245564	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_802	9.33947010850798	-2.19465302900981	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_805	9.78450604295622	3.92090058846761	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_814	10.0178119740475	4.57552314324666	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_816	9.0275871357907	6.28005910439778	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_817	10.0178920826901	3.94235921426106	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_818	9.37674160814177	3.42075682206441	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_820	10.1720687947262	4.63546681924153	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_821	9.18051071977507	2.40883136315633	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_823	11.2286398015011	2.54795837922383	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_825	9.69864960527312	6.02108312173177	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_830	9.20138951158415	6.30821013970662	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_832	9.6836340031613	-4.18329643683147	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_835	9.83119316911589	4.98014426751424	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_837	8.95770188188445	6.34195828957845	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_840	9.36213608598601	5.60179877801228	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_842	10.3933450779904	2.54004478974629	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_843	10.1109401783932	3.21741200013448	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_847	9.66105862474333	3.66952348275472	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_851	9.44780083513152	5.50755668206502	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_854	10.2381374440182	2.77977848573018	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_855	9.94493504381072	4.81054616494466	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_856	9.4698421559323	5.11985612435628	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_861	11.1042863926877	2.25988150162984	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_863	9.88866921281706	6.09520364327718	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_866	9.78572293138396	4.96740174813557	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_867	9.76296063279997	4.86809468789388	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_871	9.86478920793425	3.73945832772542	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_874	9.98368092393767	2.67116475625325	Immune cells	Mono/Macro	Monocyte	10	P1_Normal	P1	NAT	Primary
P1_Normal_887	8.54710169649016	5.07992816491414	Immune cells	Mono/Macro	M1	14	P1_Normal	P1	NAT	Primary
P1_Normal_888	9.71758957719695	-1.92535960154246	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
P1_Normal_891	9.16870995378386	6.35183024926472	Immune cells	Mono/Macro	M1	11	P1_Normal	P1	NAT	Primary
P1_Normal_895	9.73493214464079	-1.414958114192	Immune cells	Mono/Macro	M2	4	P1_Normal	P1	NAT	Primary
